Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;Total Geral da Despesa;siconfi-cor_TotalDespesas;49033692296,35
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.0.00.00.00 - Despesas Correntes;siconfi-cor_DO3.0.00.00.00.00;44837096094,13
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.00.00.00 - Pessoal e Encargos Sociais;siconfi-cor_DO3.1.00.00.00.00;24719672670,18
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio;siconfi-cor_DO3.1.71.00.00.00;37900836,74
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.1.90.00.00.00;22945868313,36
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares;siconfi-cor_DO3.1.90.01.00.00;7584639173,53
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.03.00 - Pensões do RPPS e do Militar;siconfi-cor_DO3.1.90.03.00.00;1119670141,57
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.04.00 - Contratação por Tempo Determinado;siconfi-cor_DO3.1.90.04.00.00;661935951,38
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar;siconfi-cor_DO3.1.90.05.00.00;68042,36
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.07.00 - Contribuição a Entidades Fechadas de Previdência;siconfi-cor_DO3.1.90.07.00.00;12437195,95
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil;siconfi-cor_DO3.1.90.11.00.00;9443457834,83
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar;siconfi-cor_DO3.1.90.12.00.00;2379413698,75
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.13.00 - Obrigações Patronais;siconfi-cor_DO3.1.90.13.00.00;263632270,23
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.13.99 - Outras Obrigações Patronais;siconfi-cor_DO3.1.90.13.99.00;263632270,23
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil;siconfi-cor_DO3.1.90.16.00.00;150885874,01
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar;siconfi-cor_DO3.1.90.17.00.00;281500848,69
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.91.00 - Sentenças Judiciais;siconfi-cor_DO3.1.90.91.00.00;688466909,56
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.92.00 - Despesas de Exercícios Anteriores;siconfi-cor_DO3.1.90.92.00.00;288705188,64
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.94.00 - Indenizações e Restituições Trabalhistas;siconfi-cor_DO3.1.90.94.00.00;45974388,9
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado;siconfi-cor_DO3.1.90.96.00.00;25080794,96
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social;siconfi-cor_DI3.1.91.00.00.00;1735903520,08
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.91.13.00 - Contribuições Patronais;siconfi-cor_DI3.1.91.13.00.00;1718296706,21
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária;siconfi-cor_DI3.1.91.13.99.00;1718296706,21
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.1.91.92.00 - Despesas de Exercícios Anteriores;siconfi-cor_DI3.1.91.92.00.00;17606813,87
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.2.00.00.00 - Juros e Encargos da Dívida;siconfi-cor_DO3.2.00.00.00.00;541600032,99
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.2.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.2.90.00.00.00;541600032,99
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.2.90.21.00 - Juros sobre a Dívida por Contrato;siconfi-cor_DO3.2.90.21.00.00;506238518,42
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato;siconfi-cor_DO3.2.90.22.00.00;35361514,57
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.00.00.00 - Outras Despesas Correntes;siconfi-cor_DO3.3.00.00.00.00;19575823390,96
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.20.00.00 - Transferências à União;siconfi-cor_DO3.3.20.00.00.00;2221680,65
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.40.00.00 - Transferências a Municípios;siconfi-cor_DO3.3.40.00.00.00;6789438358,34
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.40.41.00 - Contribuições;siconfi-cor_DO3.3.40.41.00.00;1248131,88
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.40.81.00 - Distribuição Constitucional ou Legal de Receitas;siconfi-cor_DO3.3.40.81.00.00;6786958510,75
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.40.92.00 - Despesas de exercícios anteriores;siconfi-cor_DO3.3.40.92.00.00;1231715,71
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.41.00.00 - Transferências a Municípios - Fundo a Fundo;siconfi-cor_DO3.3.41.00.00.00;189889458,44
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos;siconfi-cor_DO3.3.50.00.00.00;197024319,98
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos;siconfi-cor_DO3.3.60.00.00.00;9806868,44
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.67.00.00 - Execução de Contrato de Parceria Público-Privada - PPP;siconfi-cor_DO3.3.67.00.00.00;597028008,54
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.70.00.00 - Transferências a Instituições Multigovernamentais;siconfi-cor_DO3.3.70.00.00.00;704140,97
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.71.00.00 - Transferências a Consórcios Públicos mediante contrato de rateio;siconfi-cor_DO3.3.71.00.00.00;48125264,45
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.80.00.00 - Transferências ao Exterior;siconfi-cor_DO3.3.80.00.00.00;3511694,00
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.3.90.00.00.00;10937862148,48
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.04.00 - Contratação por Tempo Determinado;siconfi-cor_DO3.3.90.04.00.00;58277247,66
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar;siconfi-cor_DO3.3.90.08.00.00;8305294,49
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.14.00 - Diárias - Civil;siconfi-cor_DO3.3.90.14.00.00;26881270,37
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.15.00 - Diárias - Militar;siconfi-cor_DO3.3.90.15.00.00;9601452,46
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.18.00 - Auxílio Financeiro a Estudantes;siconfi-cor_DO3.3.90.18.00.00;93461624,6
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.19.00 - Auxílio-Fardamento;siconfi-cor_DO3.3.90.19.00.00;44899624,7
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.20.00 - Auxílio Financeiro a Pesquisadores;siconfi-cor_DO3.3.90.20.00.00;9997457,52
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.30.00 - Material de Consumo;siconfi-cor_DO3.3.90.30.00.00;489157659,68
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras;siconfi-cor_DO3.3.90.31.00.00;101679033,72
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita;siconfi-cor_DO3.3.90.32.00.00;259946994,07
Governo do Estado da Bahia;29;BA;14873064;Despesas Empenhadas;3.3.90.33.00 - Passagens e Despesas com Locomoção;siconfi-cor_DO3.3.90.33.00.00;27231271,54
