Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;Total Geral da Despesa;siconfi-cor_TotalDespesas;37179997587,88
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.0.00.00.00 - Despesas Correntes;siconfi-cor_DO3.0.00.00.00.00;35032212204,63
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.00.00.00 - Pessoal e Encargos Sociais;siconfi-cor_DO3.1.00.00.00.00;21031291631,92
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.1.90.00.00.00;16106012602,00
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares;siconfi-cor_DO3.1.90.01.00.00;4872163189,53
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.03.00 - Pensões do RPPS e do Militar;siconfi-cor_DO3.1.90.03.00.00;1411742002,33
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.04.00 - Contratação por Tempo Determinado;siconfi-cor_DO3.1.90.04.00.00;578154368,48
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar;siconfi-cor_DO3.1.90.05.00.00;598644,46
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil;siconfi-cor_DO3.1.90.11.00.00;6881996485,55
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.12.00 - Vencimentos e Vantagens Fixas - Pessoal Militar;siconfi-cor_DO3.1.90.12.00.00;1632171967,32
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.13.00 - Obrigações Patronais;siconfi-cor_DO3.1.90.13.00.00;147275572,68
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.13.01 - FGTS;siconfi-cor_DO3.1.90.13.01.00;14535936,42
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.13.02 - Contribuições Previdenciárias - INSS;siconfi-cor_DO3.1.90.13.02.00;128884124,04
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.13.99 - Outras Obrigações Patronais;siconfi-cor_DO3.1.90.13.99.00;3855512,22
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil;siconfi-cor_DO3.1.90.16.00.00;190169390,6
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.17.00 - Outras Despesas Variáveis - Pessoal Militar;siconfi-cor_DO3.1.90.17.00.00;6723133,09
Governo do Estado de Pernambuco;26;PE;9496294;Despesas Empenhadas;3.1.90.67.00 - Depósitos Compulsórios;siconfi-cor_DO3.1.90.67.00.00;728471,18
