Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;Total Geral da Despesa;siconfi-cor_TotalDespesas;3433405227,29
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.0.00.00.00 - Despesas Correntes;siconfi-cor_DO3.0.00.00.00.00;2826646665,73
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.00.00.00 - Pessoal e Encargos Sociais;siconfi-cor_DO3.1.00.00.00.00;1523165498,18
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.1.90.00.00.00;1381868397,26
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares;siconfi-cor_DO3.1.90.01.00.00;343259114,6
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.03.00 - Pensões do RPPS e do Militar;siconfi-cor_DO3.1.90.03.00.00;44274136,09
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.04.00 - Contratação por Tempo Determinado;siconfi-cor_DO3.1.90.04.00.00;165768265,81
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.07.00 - Contribuição a Entidades Fechadas de Previdência;siconfi-cor_DO3.1.90.07.00.00;11134,91
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil;siconfi-cor_DO3.1.90.11.00.00;733182209,85
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.13.00 - Obrigações Patronais;siconfi-cor_DO3.1.90.13.00.00;53871767,96
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.13.01 - FGTS;siconfi-cor_DO3.1.90.13.01.00;1306367,89
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.13.02 - Contribuições Previdenciárias - INSS;siconfi-cor_DO3.1.90.13.02.00;52431490,12
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes;siconfi-cor_DO3.1.90.13.40.00;114094,82
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.13.99 - Outras Obrigações Patronais;siconfi-cor_DO3.1.90.13.99.00;19815,13
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil;siconfi-cor_DO3.1.90.16.00.00;10223340,34
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.86.00 - Compensações a Regimes de Previdência;siconfi-cor_DO3.1.90.86.00.00;1032585,19
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.91.00 - Sentenças Judiciais;siconfi-cor_DO3.1.90.91.00.00;19160653,39
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.92.00 - Despesas de Exercícios Anteriores;siconfi-cor_DO3.1.90.92.00.00;593362,62
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.94.00 - Indenizações e Restituições Trabalhistas;siconfi-cor_DO3.1.90.94.00.00;335275,98
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado;siconfi-cor_DO3.1.90.96.00.00;10156550,52
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social;siconfi-cor_DI3.1.91.00.00.00;141297100,92
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.91.13.00 - Contribuições Patronais;siconfi-cor_DI3.1.91.13.00.00;141297100,92
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário;siconfi-cor_DI3.1.91.13.08.00;31602242,04
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro;siconfi-cor_DI3.1.91.13.11.00;109694858,88
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.2.00.00.00 - Juros e Encargos da Dívida;siconfi-cor_DO3.2.00.00.00.00;35039469,48
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.2.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.2.90.00.00.00;35039469,48
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.2.90.21.00 - Juros sobre a Dívida por Contrato;siconfi-cor_DO3.2.90.21.00.00;32041620,53
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato;siconfi-cor_DO3.2.90.22.00.00;2997848,95
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.00.00.00 - Outras Despesas Correntes;siconfi-cor_DO3.3.00.00.00.00;1268441698,07
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos;siconfi-cor_DO3.3.50.00.00.00;106246210,42
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos;siconfi-cor_DO3.3.60.00.00.00;3287408,03
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.00.00 - Aplicações Diretas;siconfi-cor_DO3.3.90.00.00.00;1158718554,04
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar;siconfi-cor_DO3.3.90.08.00.00;5224,46
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.14.00 - Diárias - Civil;siconfi-cor_DO3.3.90.14.00.00;99014,3
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.18.00 - Auxílio Financeiro a Estudantes;siconfi-cor_DO3.3.90.18.00.00;7944769,43
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.19.00 - Auxílio-Fardamento;siconfi-cor_DO3.3.90.19.00.00;1465200,00
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.30.00 - Material de Consumo;siconfi-cor_DO3.3.90.30.00.00;109530534,04
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.31.00 - Premiações Culturais, Artísticas, Científicas, Desportivas e Outras;siconfi-cor_DO3.3.90.31.00.00;158661,9
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.32.00 - Material, Bem ou Serviço para Distribuição Gratuita;siconfi-cor_DO3.3.90.32.00.00;36780324,44
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.33.00 - Passagens e Despesas com Locomoção;siconfi-cor_DO3.3.90.33.00.00;325847,88
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.35.00 - Serviços de Consultoria;siconfi-cor_DO3.3.90.35.00.00;1243888,28
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.36.00 - Outros Serviços de Terceiros - Pessoa Física;siconfi-cor_DO3.3.90.36.00.00;20969818,22
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.37.00 - Locação de Mão-de-Obra;siconfi-cor_DO3.3.90.37.00.00;189996740,09
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica;siconfi-cor_DO3.3.90.39.00.00;562317875,45
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.40.00 - Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica;siconfi-cor_DO3.3.90.40.00.00;62780942,75
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.41.00 - Contribuições;siconfi-cor_DO3.3.90.41.00.00;295116,48
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.46.00 - Auxílio-Alimentação;siconfi-cor_DO3.3.90.46.00.00;88198793,93
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.47.00 - Obrigações Tributárias e Contributivas;siconfi-cor_DO3.3.90.47.00.00;27776356,8
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.48.00 - Outros Auxílios Financeiros a Pessoas Físicas;siconfi-cor_DO3.3.90.48.00.00;16134433,56
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.59.00 - Pensões Especiais;siconfi-cor_DO3.3.90.59.00.00;194867,8
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.91.00 - Sentenças Judiciais;siconfi-cor_DO3.3.90.91.00.00;29123723,66
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.92.00 - Despesas de Exercícios Anteriores;siconfi-cor_DO3.3.90.92.00.00;742673,54
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.90.93.00 - Indenizações e Restituições;siconfi-cor_DO3.3.90.93.00.00;2633747,03
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;3.3.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social;siconfi-cor_DI3.3.91.00.00.00;189525,58
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.0.00.00.00 - Despesas de Capital;siconfi-cor_DO4.0.00.00.00.00;606758561,56
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.00.00.00 - Investimentos;siconfi-cor_DO4.4.00.00.00.00;558870752,8
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos;siconfi-cor_DO4.4.50.00.00.00;5458898,81
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.00.00 - Aplicações Diretas;siconfi-cor_DO4.4.90.00.00.00;553411853,99
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.35.00 - Serviços de Consultoria;siconfi-cor_DO4.4.90.35.00.00;13353308,98
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica;siconfi-cor_DO4.4.90.39.00.00;22483882,37
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.40.00 - Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica;siconfi-cor_DO4.4.90.40.00.00;6294313,01
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.51.00 - Obras e Instalações;siconfi-cor_DO4.4.90.51.00.00;462588894,66
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.51.80 - Estudos e projetos;siconfi-cor_DO4.4.90.51.80.00;17553113,3
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.51.99 - Outras Obras e Instalações;siconfi-cor_DO4.4.90.51.99.00;445035781,36
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.52.00 - Equipamentos e Material Permanente;siconfi-cor_DO4.4.90.52.00.00;41922673,92
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.61.00 - Aquisição de Imóveis;siconfi-cor_DO4.4.90.61.00.00;1500000,00
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;Despesas Empenhadas;4.4.90.91.00 - Sentenças Judiciais;siconfi-cor_DO4.4.90.91.00.00;4801090,13
