Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);siconfi-cor_ReceitasExcetoIntraOrcamentarias;8095213357,82
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.0.0.0.00.0.0 - Receitas Correntes;siconfi-cor_RO1.0.0.0.00.0.0;7560157222,41
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria;siconfi-cor_RO1.1.0.0.00.0.0;1982394204,86
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.0.00.0.0 - Impostos;siconfi-cor_RO1.1.1.0.00.0.0;1948298979,14
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza;siconfi-cor_RO1.1.1.3.00.0.0;350011633,5
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte;siconfi-cor_RO1.1.1.3.03.0.0;350011633,5
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho;siconfi-cor_RO1.1.1.3.03.1.0;323798431,1
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.3.03.4.0 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos;siconfi-cor_RO1.1.1.3.03.4.0;26213202,4
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.8.00.0.0 Impostos Específicos de Estados, DF e Municípios;siconfi-cor_RO1.1.1.8.00.0.0;1598287345,64
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.8.01.0.0 Impostos sobre o Patrimônio para Estados/DF/Municípios;siconfi-cor_RO1.1.1.8.01.0.0;696093800,97
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.8.01.1.0 Imposto sobre a Propriedade Predial e Territorial Urbana;siconfi-cor_RO1.1.1.8.01.1.0;571750398,82
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.8.01.4.0 Imposto sobre Transmissão ¿Inter Vivos¿ de Bens Imóveis e de Direitos Reais sobre Imóveis;siconfi-cor_RO1.1.1.8.01.4.0;124343402,15
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.8.02.0.0 Impostos sobre a Produção, Circulação de Mercadorias e Serviços;siconfi-cor_RO1.1.1.8.02.0.0;902193544,67
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.1.8.02.3.0 Imposto sobre Serviços de Qualquer Natureza;siconfi-cor_RO1.1.1.8.02.3.0;902193544,67
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2643247;Receitas Brutas Realizadas;1.1.2.0.00.0.0 - Taxas;siconfi-cor_RO1.1.2.0.00.0.0;34095225,72
